steam_appid;Mesclado.1;Processador_min.1;RAM_min.1.1;GPU_min.1;
539690;;2 GHZ ;512 MB RAM ;GeForce 9500 GT (512 MB) or Radeon HD 6450 (512 MB) DirectX: Version 9.0 ;
539700;;1.2GHz or faster processor ;256 MB RAM ;Video card must be 128 MB or more and with support for Pixel Shader 5.0 DirectX: Version 11 ;
539720;;Dual Core 2.0 GHZ or Better ;512 MB RAM ;Compatible with DirectX 9 DirectX: Version 9.0 ;
539750;;1 Ghz ;2 GB RAM ;256MB Graphics ;
539980;;;;;
540010;Requires a 64-bit processor and operating system ;Intel Core i5 4590 or greater ;8 GB RAM ;GeForce GTX 970 or AMD Radeon R9 290 or better ;
540020;;1.5Ghz or better ;128 MB RAM ;DirectX 9.0 Compatible ;
540060;;1.6 GHZ ;512 MB RAM ;;
540100;;Intel Core 2 Duo 2.1 ghz or equivalent ;2 GB RAM ;2nd Generation Intel Core HD Graphics (2000/3000), 256MB ;
540150;;Intel Core 2 Duo or AMD equivalent ;2 GB RAM;;
540180;;1.5 GHz Core2Duo ;1 GB RAM ;OpenGL 1.4 or better ;
540190;;Pentium 200 or above ;32 MB RAM ;Direct3D Compatible Graphics Card ;
540230;;Intel Core 2 Duo or AMD equivalent ;2 GB RAM;;
540250;;Intel Core 2 Duo or AMD equivalent ;2 GB RAM ;Discrete graphics with 256 MB or more VRAM;
540320;;1.00 GHz or higher ;1 GB RAM ;DirectX 11 compatible card DirectX: Version 11 ;
540360;;Pentium 4 ;1024 MB RAM Hard Drive: 170 MB available space;;
540410;Requires a 64-bit processor and operating system ;Intel® Core™ i5-4460 3.2Ghz ;4 GB RAM ;NVIDIA® GeForce GTX 970 DirectX: Version 11 ;
540500;Requires a 64-bit processor and operating system ;Intel Core i5 4590 or AMD FX 8350 ;4 GB RAM ;GeForce GTX 970 or AMD Radeon R9 290 ;
540510;;1.7 GHz ;4 GB RAM Hard Drive: 250 MB available space;;
540550;;2.3 GHZ Intel i3  or AMD equivalent ;4 GB RAM ;2gb onboard memory, RADEON 7850 or better DirectX: Version 11 Network: Broadband Internet connection ;
540590;;SSE2 instruction set support. ;4 GB RAM ;Compatible Shader Model 3.0 DirectX: Version 11 ;
540610;;2GHz Graphics: DirectX compatible card DirectX: Version 11 Hard Drive: 1 GB available space Sound Card: DirectX-compatible sound;;;
540640;;2.0 GHz Dual Core or better ;1 GB RAM ;GPU w/ 1GB Video RAM minimum DirectX: Version 9.0 ;
540650;;;;;
540660;;;;;
540690;;;;;
540740;;Intel i5-4590 or AMD FX 8350 equivalent or greater ;8 GB RAM ;Nvidia GeForce GTX970, or AMD Radeon R9 290 equivalent or greater DirectX: Version 9.0c ;
540770;Requires a 64-bit processor and operating system ;Intel i5-3470 / AMD FX-8150 ;8 GB RAM ;AMD R9 290 / NVIDIA GTX 970 DirectX: Version 11 ;
540780;;1.6 GHZ ;512 MB RAM ;256 Mb Card DirectX: Version 9.0 ;
540840;;Intel(R) Core(TM)2 Quad CPU    Q6600  @ 2.40GHz (4 CPUs), ~2.4GHz ;1 GB RAM ;NVIDIA GeForce 310 DirectX: Version 11 ;
540860;Requires a 64-bit processor and operating system ;Pentium IV 1.2 Ghz processor or faster ;2 GB RAM ;128MB Graphics card or greater ;
540870;Requires a 64-bit processor and operating system ;Intel Core i3 M380 ;4 GB RAM ;GTX 640 DirectX: Version 9.0 ;
540880;;2+ Ghz ;2 GB RAM ;Intel 3000HD or greater ;
540900;;Intel Core2 Duo or better ;2 GB RAM ;512 MB ;
541100;;Pentium® 4 2,0 ГГц or Athlon® XP 2,0 ГГц ;2 GB RAM ;Nvidia GeForce 6200 or ATI Radeon 9600 DirectX: Version 9.0 ;
541160;;Dual-core processor (Intel Dual Core 2.0 GHz or AMD Athlon X2 5200+ 2.6 GHz) ;1 GB RAM ;DirectX 9.0c Compatible DirectX: Version 9.0c ;
541190;;Intel Pentium 4 1.3GHz ;1 GB RAM ;NVIDIA GeForce 6600 or AMD R500 ;
541210;;Intel Atom ;2 GB RAM ;;
541230;;Intel Core 2 Duo T5200 @1.6GHz / AMD Athlon 64 X2 3600+ @2000MHz or better ;2 GB RAM ;512 MB video card ;
541240;;1.5 GHz or better ;4 GB RAM ;OpenGL v3.1+ compatible. NVIDIA, AMD or Intel HD with latest drivers. ;
541270;;Dual Core 2.5 GHZ ;2 MB RAM ;1 GB and Pixelshader 3.0 Network: Broadband Internet connection ;
541300;;2ghz ;6 GB RAM ;NVIDIA GTX 660 or higher/AMD Radeon HD 7870 DirectX: Version 9.0 Network: Broadband Internet connection ;
541350;;2.0GHz Dual Core ;2 GB RAM ;GeForce FX and up, Radeon 9500 and up, Intel 9xx DirectX: Version 9.0 ;
541370;;2.33GHz or faster x86-compatible processor, or Intel Atom™ 1.6GHz or faster processor for netbook class devices ;512 MB RAM ;128MB Graphics ;
541380;Requires a 64-bit processor and operating system ;Intel Core i3 ;4 GB RAM ;GeForce GT 610 ;
541410;;Any Dual Core ;2 GB RAM ;;
541420;;Intel® i5-4590 / AMD FX 8350 equivalent or greater ;4 GB RAM ;NVIDIA GeForce® GTX 970 / AMD Radeon™ R9 290 equivalent or greater ;
541450;;Core i3-2100 3.10 GHz ;2 GB RAM ;GeForce 8600 GT DirectX: Version 9.0c ;
541560;;;;;
541570;;2GHz ;4 GB RAM Hard Drive: 600 MB available space;;
541640;;2.2 GHz Dual-Core CPU ;2 GB RAM ;Nvidia GeForce 8600 GT 512 / ATI Radeon HD 4650 1 GB DirectX: Version 11 ;
541660;;2.2 GHz Dual-Core CPU ;2 GB RAM ;Nvidia GeForce 8600 GT 512 / ATI Radeon HD 4650 1 GB DirectX: Version 11 ;
541670;;2.2 GHz Dual-Core CPU ;2 GB RAM ;Nvidia GeForce 560 / ATI Radeon HD 5600 1 GB DirectX: Version 11 ;
541720;;1.2Ghz+ ;2 GB RAM ;256 MB+ DirectX: Version 9.0 ;
541760;;1.8 GHz ;512 MB RAM ;OpenGL Compatible Card ;
541770;;Core i5 ;2 GB RAM ;GTX980 DirectX: Version 9.0 ;
541920;;Intel Core i3 ;4 GB RAM ;Supporting DirectX 9.0c from NVIDIA or AMD ATI, with 1 GB of video memory. DirectX: Version 9.0 Sound Card: Compatible with DirectX;
541960;;Dual-Core CPU 2.5 GHz ;2048 MB RAM ;DirectX 9 compatible with 512MB+ RAM DirectX: Version 9.0 ;
541970;;Any ;1 GB RAM ;Any DirectX: Version 9.0 ;
542030;;Intel® i5-4590 / AMD FX 8350 equivalent or greater ;4 GB RAM ;NVIDIA GeForce® GTX 970 / AMD Radeon™ R9 290 equivalent or greater DirectX: Version 11 ;
542050;;Intel Core i3-530, 2.93 Ghz or AMD Phenom II X4 965, 3.40Ghz ;3 GB RAM ;Nvidia GeForce GT 630 or AMD Radeon HD 4870 DirectX: Version 9.0c ;
542100;;Dual-core ;2 GB RAM ;512MB VRAM (NVIDIA GeForce) DirectX: Version 9.0c ;
542110;;Intel i5-4590 ;4 GB RAM ;NVIDIA GTX 970 DirectX: Version 10 ;
542120;;;;;
542170;;i5-6400 ;4 GB RAM ;GTX 970 DirectX: Version 11 ;
542200;;1 GHz ;1 GB RAM ;DirectX or OpenGL compatible card ;
542210;Requires a 64-bit processor and operating system ;Intel i3 ;4 GB RAM ;Onboard GPU (Intel, NVidia, AMD) DirectX: Version 9.0 Network: Broadband Internet connection ;
542220;;Intel Core i3-6100 @ 3.70 GHz or equivalent ;2 GB RAM ;Radeon HD 6370M 1GB ;
542240;;Intel i5 ;4 GB RAM ;GeForce GT 710 DirectX: Version 11 ;
542260;;Pentium 4 ;1 GB RAM ;The graphics card must support DirectX 9.0 DirectX: Version 9.0 ;
542270;;AMD Dual Core X2 2,2 Ghz ;2 GB RAM ;NVIDIA GTX 280 DirectX: Version 9.0 ;
542280;;Any CPU 2 Ghz ;2 GB RAM ;2 GB Video memory and DX 11 Support DirectX: Version 11;
542290;;Core 2 Duo Or Better ;512 MB RAM ;128Mb DirectX 9 Compatible Adapter ;
542310;;Intel Celeron 1800 MHz ;512 MB RAM ;GeForce 8800 or higher, AMD Radeon HD 4000 or higher, Intel HD 4000 or higher (min. 512 MB VRAM) DirectX: Version 9.0 ;
542340;;Intel Core i3 ;2 GB RAM ;1 GB DirectX: Version 10 ;
542350;;1.0 GHz ;1 GB RAM ;64MB VRAM DirectX: Version 9.0c ;
542400;;1.0 GHz ;1 GB RAM ;64 MB VRAM DirectX: Version 9.0c ;
542410;;Intel i7-4790 equivalent or greater ;16 GB RAM ;NVIDIA GeForce GTX 970 equivalent or greater DirectX: Version 11 ;
542430;;Intel Core 2 duo + ;1 GB RAM ;1 GB DirectX: Version 10 ;
542480;;Intel Core 2 Duo or AMD equivalent ;512 MB RAM ;DirectX 9 Compatible Card (nVidia, AMD or Intel) DirectX: Version 9.0 Network: Broadband Internet connection ;
542520;Requires a 64-bit processor and operating system ;Intel i5-4590 ;4 GB RAM ;NVIDIA GTX 970 or AMD 290 ;
542550;Минимальные: ОС:  XP/7/8/10 Процессор: 1 GHz Оперативная память: 1 GB ОЗУ DirectX: Версии 9.0 Место на диске: 100 MB;;;;
542570;;Intel i5-4590 or AMD FX 8350 equivalent or greater. ;4 GB RAM ;Nvidia GeForce GTX970, or AMD Radeon R9 290 equivalent or greater. ;
542590;;Intel Pentium4 2.4, AMD 2500+ ;2 GB RAM ;Geforce FX5600, ATI Radeon 9600 ;
542650;;2 ghz ;4 GB RAM ;nVidia GeForce 9600 gt DirectX: Version 9.0 ;
542660;;1.2Ghz+ ;2048 MB RAM MB RAM ;1024MB GLSL Shader support DirectX: Version 9.0c Network: Broadband Internet connection ;
542670;;Intel(R) Core(TM) i5-4790M CPU @3.60GHz ;8000 MB RAM ;;
542680;;;;;
542690;;1.0 GHz ;1 GB RAM ;vCard with DirectX 9.0 support DirectX: Version 9.0c ;
542700;Requires a 64-bit processor and operating system ;1.7+ GHz or better ;1 GB RAM ;"Radeon HD5450 or better; 256 MB or higher DirectX: Version 9.0c Network: Broadband Internet connection ";
542710;;1.0 GHz ;1 GB RAM ;vCard with DirectX 9.0 support ;
542720;;1.0 GHz ;1 GB RAM ;vCard with DirectX 9.0 support ;
542730;;1.0 GHz ;1 GB RAM ;vCard with DirectX 9.0 support ;
542740;;1.0 GHz ;1 GB RAM ;vCard with DirectX 9.0 support ;
542750;;i5-4590 / FX8350 ;8 GB RAM ;GTX 970 / AMD R9 290 DirectX: Version 10 ;
542770;;Intel® i5-4590, AMD FX 8350 equivalent or better ;4 GB RAM ;NVIDIA GeForce® GTX 970, AMD Radeon™ R9 290 equivalent or better, Video Output: HDMI 1.4, DisplayPort 1.2 or newer ;
542780;;SSE2 instruction set support. ;512 MB RAM ;;
542790;Requires a 64-bit processor and operating system ;Intel i5-4590 or AMD FX 8350 equivalent or greater. ;4GB GB RAM ;Nvidia GeForce GTX970 or AMD Radeon R9 290 equivalent or greater DirectX: Version 10 ;
542820;;i5 - 4590 ;8 GB RAM ;GTX970 / AMD R9 290x ;
542850;;Intel Core i5 - 4590 equivalent ;8 GB RAM ;AMD R9 290 or NVIDIA GTX 970 DirectX: Version 11 ;
542870;;Intel Core i5 - 4590 equivalent ;8 GB RAM ;AMD R9 290 or NVIDIA GTX 970 DirectX: Version 11 ;
542880;;DualCore 1.8 GHZ ;2 GB RAM Hard Drive: 100 MB available space;;
542910;Requires a 64-bit processor and operating system ;I5 quad core, AMD FX-8350 ;4 GB RAM ;OpenGL 3.3 compatible, geforce 570, Radeon HD 7850 ;
542930;Requires a 64-bit processor and operating system ;Core i3 / AMD A6 2.4Ghz ;2 GB RAM ;NVIDIA GeForce GTX 260 / AMD Radeon HD 5750. OpenGL 3.3 DirectX: Version 10 ;
542940;Requires a 64-bit processor and operating system ;x86-64 ;256 MB RAM ;Intel HD4500 ;
542960;Processor: intel i5 quad core Memory: 8 GB RAM Graphics: GTX 970 or equivalent Hard Drive: 600 MB available space;;;;
543010;Requires a 64-bit processor and operating system ;Intel Core2 Duo E6700 @ 2.66 GHz or AMD equivalent ;4 GB RAM ;Nvidia Geforce GTS 450 ;
543030;Requires a 64-bit processor and operating system ;Intel Core i3-6300T or equivalent ;4 GB RAM ;NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card Network: Broadband Internet connection ;
543050;Requires a 64-bit processor and operating system ;Quad-core Intel or AMD processor, 2.5 GHz or faster ;8 GB RAM ;NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or higher ;
543070;;1.4 GHz ;4 GB RAM ;512MB of VRAM ;
543100;;Intel® Core™ 2 Duo E6600 or AMD Phenom™ X3 8750 processor or better ;2 GB RAM ;Video card must be 256 MB or more and should be a DirectX 9-compatible with support for Pixel Shader 3.0 DirectX: Version 9.0 ;
543110;;Intel® i5-4590, AMD FX 8350 equivalent or better ;4 GB RAM ;NVIDIA GeForce® GTX 970, AMD Radeon™ R9 290 equivalent or better, Video Output: HDMI 1.4, DisplayPort 1.2 or newer ;
543120;;Intel® i5-4590 / AMD FX 8350 equivalent or greater ;4 GB RAM ;Nvidia GTX1070 equivalent or greater ;
543140;;1.5GHz + ;2048 MB RAM ;Graphics Card made within the last 5 years DirectX: Version 9.0c ;
543150;;Intel i5-4590 3.3 GHz ;8 GB RAM ;Nvidia Geforce GTX 970,AMD Radeon R9 290 ;
543160;;Intel Core i3 ;1 GB RAM ;Radeon HD5450 ;
543170;;;;;
543180;;1.5 GHz or better ;1 GB RAM ;NVIDIA GeForce 8 or higher, ATI X1600 or higher, Intel HD 3000 or higher ;
543240;;Intel Celeron G540 ;2 GB RAM ;Intel HD Graphics DirectX: Version 9.0c ;
543260;;Any ;4 GB RAM ;Intel HD Graphics 4000-5000 series (game in 720p) DirectX: Version 10 ;
543270;;1.8GHz x86-compatible processor ;1 GB RAM Hard Drive: 100 MB available space;;
543280;;Intel Core i7 4790K ;4 GB RAM ;GeForce GTX 970 or AMD Radeon R9 290 or better DirectX: Version 11 ;
543290;;1 Gz ;1 GB RAM Hard Drive: 200 MB available space;;
543300;;Intel i5-4590 equivalent or greater ;8 GB RAM ;NVIDIA GTX 970 / AMD 290 equivalent or greater ;
543320;;Intel Core 2 Duo E4500 @ 2.2GHz or AMD Athlon 64 X2 5600+ @ 2.8 GHz ;2 GB RAM ;GeForce 240 GT or Radeon HD 6570 – 1024 MB (1 gig) DirectX: Version 9.0c ;
543350;;Dual Core 2.33 GHz Intel or 3.0 GHz AMD ;4 GB RAM ;Geforce GTX 8800, AMD Radeon 4850 or Intel HD Graphics 5200 or better (1GB graphics memory or more DirectX: Version 11 ;
543360;;Intel Core2 Duo 2.2 Ghz ;4 GB RAM ;Any 2 GB DirectX: Version 9.0 ;
543380;;Intel i5 Quad Core 2.3 Ghz or AMD Phenom II X4 805 ;4 GB RAM ;nVidia GeForce GTX 460 or AMD Radeon HD 7750 DirectX: Version 11 ;
543390;Requires a 64-bit processor and operating system ;intel i5 ;8000 MB RAM ;Nvidia 970 DirectX: Version 11 ;
543410;;Intel(R) Core(TM) i5-6600K CPU ;4 GB RAM ;Nvidia GeForce GTX 980, AMD Radeon RX 470 DirectX: Version 11 Network: Broadband Internet connection ;
543430;;2.33GHz or faster x86-compatible processor or Intel Atom™ 1.6GHz or faster processor for netbook class devices ;512 MB RAM ;Any with DirectX 9.0c support DirectX: Version 9.0c ;
543440;;Intel® i5-4590, AMD FX 8350 equivalent or better ;4 GB RAM ;NVIDIA GeForce® GTX 970, AMD Radeon™ R9 290 equivalent or better ;
543460;Requires a 64-bit processor and operating system ;Intel i5-2400 or AMD FX 6300 ;6 GB RAM ;NVIDIA GeForce GTX 760 (2 GB) or AMD Radeon HD 7850 (2 GB) DirectX: Version 11 Network: Broadband Internet connection ;
543580;;Intel Core i5-4590 (or equivalent) ;8 GB RAM ;GeForce GTX 970 (or equivalent) ;
543600;Requires a 64-bit processor and operating system ;Intel Core i7 ;8 GB RAM ;Nvidia GeForce GTX 970 equivalent or higher DirectX: Version 11 ;
543650;;Intel i5 or Higher ;4 GB RAM ;NVIDIA 940M or Lower ;
543710;;Intel i5-4590 or AMD FX 8350 equivalent or greater ;4 GB RAM ;Nvidia GeForce GTX970, or AMD Radeon R9 290 equivalent or greater DirectX: Version 11 ;
543720;;2 GHz ;2 GB RAM ;A nVidia or AMD graphics card with latest drivers ;
543740;;Intel from 2.0 GHz or equivalent AMD family ;2 GB RAM ;OpenGL 2.1 capable graphics card. ;
543770;;;;;
543780;;Dual Core 2.0 GHz or higher ;512 MB RAM ;with 32 MB VRAM compatible with DirectX 8 DirectX: Version 8.0 ;
543790;;1.4 GHz ;128 MB RAM ;Compatible with DirectX DirectX: Version 9.0 ;
543870;Requires a 64-bit processor and operating system ;Intel Core2 Duo, 3.0GHz - AMD Athlon 64 X2 Dual Core 6400+ 3.2GHz ;2 GB RAM ;1024 MB video card DirectX: Version 11 ;
543900;Requires a 64-bit processor and operating system ;"Intel Core i5-4460 (3.40 GHz) or better; Quad-core or better ";4 GB RAM ;NVIDIA GeForce GTX 650 (2GB) or better (DirectX 11 card Required) DirectX: Version 11 Network: Broadband Internet connection ;
543910;;2.4GHz + Duo core processor ;4 GB RAM ;nVidia GeForce 7800 DirectX: Version 9.0c ;
543920;Requires a 64-bit processor and operating system ;Intel® i5-4590, AMD FX 8350 equivalent or better ;8 GB RAM ;GTX 970 DirectX: Version 11 ;
543930;;Pentium3 1.0GHz ;1 GB RAM ;;
543940;;2.4GHz ;2 GB RAM ;512MB DirectX: Version 10 ;
543950;;"CPU Intel Core i5-4590 or AMD FX 8350 or more; ";4 GB RAM ;"Graphics NVIDIA GeForce GTX 970 or AMD Radeon R9 290 or more; DirectX: Version 10 ";
543980;;;;;
544000;Requires a 64-bit processor and operating system ;Intel i5-4590, AMD FX 8350 equivalent or better ;4 GB RAM ;Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better DirectX: Version 11 ;
544130;;Intel® i5-4590, AMD FX 8350 equivalent or better ;4 GB RAM ;NVIDIA GeForce® GTX 970, AMD Radeon™ R9 290 equivalent or better, Video Output: HDMI 1.4, DisplayPort 1.2 or newer DirectX: Version 11 ;
544140;;Intel® Core™ 2 Duo / AMD® Athlon™ X2, min. 2.8 GHZ ;4 GB RAM ;Nvidia® / AMD® with 512 MB memory DirectX: Version 10 ;
544180;;1.2GHz ;512 MB RAM ;128MB DirectX: Version 11 ;
544190;;2 Ghz Processor ;4 GB RAM ;Integrated Graphics Chip ;
544220;;Intel i3-4005U @ 1.7 Ghz ;2 GB RAM ;GeForce 9400M DirectX: Version 11 ;
544290;Requires a 64-bit processor and operating system ;Third Generation i3 ;4 GB RAM ;Intel HD 3000 Series DirectX: Version 10 Network: Broadband Internet connection ;
544310;;2 GHz ;4 GB RAM ;1gb VRAM DirectX: Version 9.0 ;
544330;Requires a 64-bit processor and operating system ;Intel Core i5-750 2.68Ghz / AMD II x4 945 3.0Ghz or equivalent ;4 GB RAM ;NVIDIA GTX 560 2GB/AMD Radeon 6870 HD 2GB or equivalent (Integrated graphics not supported) DirectX: Version 11 ;
544370;Requires a 64-bit processor and operating system ;1.6ghz ;1 GB RAM ;ATI Mobility Radeon 4200 ;
544380;;;;;
544390;;2.0 GHz ;4 GB RAM ;1280x720 or higher Network: Broadband Internet connection ;
544400;;1.2 GHz CPU ;1 GB RAM ;256MB 60Hz ;
544410;;Intel i5-4590 / AND FX 8350 equivalent or greater ;4096 MB RAM ;NVIDIA GeForce GTX 970 / AMD Radeon R9 290 equivalent or greater ;
544420;;Intel i5-4590 equivalent or greater ;8 GB RAM ;NVIDIA GTX 970 / AMD R9 290 equivalent or greater DirectX: Version 11 Network: Broadband Internet connection ;
544440;;1.6GHz ;1 GB RAM ;;
544480;;Intel or AMD, 32 bit or 64 bit ;128 MB RAM Hard Drive: 250 MB available space;;
544520;;SSE2 instruction set support ;4 GB RAM ;DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities DirectX: Version 9.0 ;
544530;;Intel i5-4590, AMD FX 8350 equivalent or better ;4 GB RAM ;Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better ;
544540;Requires a 64-bit processor and operating system ;i5 4590 ;4 GB RAM ;GTX960 DirectX: Version 10 ;
544550;Requires a 64-bit processor and operating system ;2.4 GHz Dual Core Processor ;2 GB RAM ;512 MB dedicated video RAM, Shader Model 4.0 ;
544580;;Core i3 of Sandy Bridge generation or better ;2 GB RAM ;Intel HD Graphics Series (It needs 1GB memory allocation) DirectX: Version 9.0 ;
544590;;Intel® i5-4590 / AMD FX 8350 equivalent or greater ;4 GB RAM ;NVIDIA GeForce® GTX 970 / AMD Radeon™ R9 290 equivalent or greater ;
544600;;1.6 GHZ ;512 MB RAM ;;
544610;;2.0GHz or higher ;4 GB RAM ;1GB NVIDIA Geforce 460/ATI Radeon HD 5770 or better DirectX: Version 11 ;
544630;;Intel Core2 Duo ;256 MB RAM ;nVidia GeForce 7900 GT or better / AMD Radeon X1900 / nVidia GeForce GT 620 (Windows 8.1) DirectX: Version 11 Network: Broadband Internet connection ;
544650;;1.6 GHZ or faster Processor ;512 MB RAM ;256 DirectX: Version 9.0 ;
544680;;Intel i3 ;4 GB RAM ;GTX 640 or Similar DirectX: Version 11 ;
544710;;1.6 GHZ ;512 MB RAM ;256 Mb Card DirectX: Version 9.0 ;
544730;;1.5Ghz Dual-Core Intel Core i5 ;2 GB RAM ;Open GL 3.1+ Compliant DirectX: Version 11 Network: Broadband Internet connection ;
544750;Requires a 64-bit processor and operating system ;Intel Core i3-4160 @ 3.60GHz or equivalent ;6 GB RAM ;NVIDIA GeForce GTX 1050 DirectX: Version 11 ;
544790;;1.6 Ghz ;1024 MB RAM ;128 Mb DirectX: Version 9.0c ;
544800;Requires a 64-bit processor and operating system ;Intel Core i5 ;8 MB RAM ;Nvidia GeForce GTX 970 equivalent or higher ;
544810;Requires a 64-bit processor and operating system ;;;;
544820;;Intel Core 2 Quad Q9300 or equivalent ;2000 MB RAM ;Intel HD Graphics 5500 or equivalent ;
544840;Requires a 64-bit processor and operating system ;Core-i3 ;4 GB RAM ;Discrete GPU with OpenGL 3.3 support ;
544870;;1.6 GHz ;128 MB RAM ;DirectX 9.0 Compatible DirectX: Version 9.0 ;
544920;Requires a 64-bit processor and operating system ;Dual Core 2.4Ghz+ ;4 GB RAM ;GTX 750, GTX 660 DirectX: Version 10 Network: Broadband Internet connection ;
544970;Requires a 64-bit processor and operating system ;Intel Core Duo ;2 GB RAM ;Intel HD 4000 DirectX: Version 9.0c ;
544990;; ;2 GB RAM ;800x600 pixel over ;
545000;;1GHz over ;2 GB RAM ;1024x768 pixel over DirectX: Version 9.0c ;
545010;;1GHz over ;2 GB RAM ;800x600 pixel over DirectX: Version 9.0 ;
545030;;2 GHz ;1024 MB RAM ;DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities. ;
545040;Requires a 64-bit processor and operating system ;2.8GHz CPU Quad Core ;8 GB RAM ;Geforce GTX 860 or equivalent DirectX: Version 10 ;
545050;;Intel Core i5 ;4 GB RAM ;nVidia Geforce 760 ti or equivalent DirectX: Version 11 ;
545060;;Core i3 of Sandy Bridge generation or better ;2 GB RAM ;Intel HD Graphics Series (It needs 1GB memory allocation) DirectX: Version 9.0 ;
545130;;AMD/INTEL DUAL-CORE 2.5 GHZ ;3072 MB RAM ;768 MB 100% DIRECTX 10 AND SHADERS 4.0 COMPATIBLE ATI RADEON HD 5670/NVIDIA GEFORCE GTX 260 OR HIGHER Sound Card: DIRECTX COMPATIBLE;
545150;Requires a 64-bit processor and operating system ;Triple-core Intel or AMD, 2.0 GHz or faster ;8 GB RAM ;NVIDIA GeForce 460 GTX or AMD Radeon 5870 HD series or higher Mobile: NVIDIA GeForce GTX 580M or higher. DirectX: Version 11 ;
545180;;Intel(R) Core(TM) i5-2430M CPU @ 2.40ghz ;4 GB RAM ;AMD Radeon HD 6300M DirectX: Version 11 ;
545200;;Intel i3 or AMD equivalent ;512 MB RAM ;Non-Dedicated (shared) video card with at least 512MB Shared VRAM ;
545250;;Intel Core i5 @ 3.4 GHz ;4 GB RAM ;nVidia GeForce GTX 470 / AMD Radeon HD 7850 DirectX: Version 9.0c ;
545280;;Intel Core 2 Duo + ;1 GB RAM ;1 GB DirectX: Version 10 ;
