publisher,paginas_suporte_por_publisher,jogos_lancados,faturamento_min,suporte_por_jogo
"Another Indie;Hound Picked Games",0,1,0,0.0000
"Nick Schorer",0,1,0,0.0000
"Spaghetti Code",0,1,0,0.0000
"Oracle Gaming Orlando LLC",0,1,0,0.0000
FLNStudios,0,1,0,0.0000
Lastwhirlwind,0,1,0,0.0000
"Velaris Studio",0,2,0,0.0000
"Josep G. Camarasa",0,1,0,0.0000
"NyberRoar Interactive",0,1,0,0.0000
CryptidTech,0,1,0,0.0000
"Tiny devbox",0,1,0,0.0000
"Escality, LLC",0,1,0,0.0000
CangGu,0,1,0,0.0000
"Howl Softworks",0,1,0,0.0000
Freddols,0,1,0,0.0000
"HandyGames;3D Realms",0,1,0,0.0000
"Mímir Studio",0,1,0,0.0000
STEEL-TEAM,0,1,0,0.0000
"Jérémie Bertrand",0,1,0,0.0000
whoopsGames,0,1,0,0.0000
"Team Gizmoid",0,2,0,0.0000
"Hangover Cat Purrroduction",0,2,0,0.0000
"Vindicate Games",0,1,0,0.0000
"Pixidraft Studios",0,1,0,0.0000
"Cat Nigiri",0,2,0,0.0000
Spidove,0,1,0,0.0000
Dreambox,0,1,0,0.0000
"Dry Eel Development",0,1,0,0.0000
"Mindware Co.,Ltd.	",0,1,0,0.0000
"Odd Ocelot Games LLC",0,1,0,0.0000
"Doble Punch Games",0,1,0,0.0000
Hunterx,0,1,0,0.0000
"ExtinctionArts ",0,1,0,0.0000
happyking,0,1,0,0.0000
Wurrad,0,2,0,0.0000
"Moonster Studio",0,1,0,0.0000
"J. Appallonia Hardner",0,1,0,0.0000
"Five Mind Creations UG (haftungsbeschraenkt)",0,1,0,0.0000
Roberpower,0,1,0,0.0000
"Daniel Michaneck",0,1,0,0.0000
"Tantum Games",0,1,0,0.0000
"Create Our Freedom",0,1,0,0.0000
Aliceledge,0,1,0,0.0000
"Giant Scam Industries",0,1,0,0.0000
"Foxless Box",0,1,0,0.0000
"Burning Nebula Studios",0,1,0,0.0000
Punica,0,1,0,0.0000
"NEUN Games",0,1,0,0.0000
"94 Games",0,1,0,0.0000
Superboss,0,1,0,0.0000
smakarov3,0,1,0,0.0000
"Joshua Keith",0,4,0,0.0000
M.R.Studio,0,1,0,0.0000
vm.cabello,0,1,0,0.0000
"Violet Feature",0,2,0,0.0000
"Steel Arts",0,2,0,0.0000
Gallows,0,1,0,0.0000
"JFL Games",0,1,0,0.0000
Techway,0,1,0,0.0000
"AppRoarr Studios",0,1,0,0.0000
Gamezaur,0,1,0,0.0000
"Aemaeth Monster",0,1,0,0.0000
"Acid Spy Games",0,1,0,0.0000
"Marching Simulator",0,1,0,0.0000
Astrobot,0,1,0,0.0000
"Nostatic Software, LLC",0,1,0,0.0000
"Avenal Investments Ltd",0,1,0,0.0000
"Lowe Bros. Studios LLC",0,1,0,0.0000
"TIPA Games Berlin",0,1,0,0.0000
"Joshua Harrison Blayney",0,1,0,0.0000
"Lucid Ferret",0,1,0,0.0000
"Lazymonks Entertainment Pvt. Ltd.",0,1,0,0.0000
"Glass Cat Studios",0,2,0,0.0000
"RUBIEST GAMEZ",0,1,0,0.0000
"Nikita Makeev",0,1,0,0.0000
Akeshy,0,1,0,0.0000
"Nikkihends Production",0,1,0,0.0000
"Indie Light",0,1,0,0.0000
Psychor,0,1,0,0.0000
MLB,0,1,0,0.0000
"18Light Game Ltd.;Cheese Games",0,1,0,0.0000
"MERJ Media",0,1,0,0.0000
"Vimes Entertainment",0,1,0,0.0000
"Fig Publishing Inc.",0,1,0,0.0000
" Black Poodle Entertainment",0,1,0,0.0000
"Ardoetia Productions",0,1,0,0.0000
"James Patton",0,1,0,0.0000
KZ42,0,2,0,0.0000
Niasoft,0,1,0,0.0000
"3X Entertainment Limited",0,1,0,0.0000
Nacho,0,1,0,0.0000
"Dexter Studios",0,1,0,0.0000
"Genius inc.",0,1,0,0.0000
JollyCo,0,1,0,0.0000
"Maciej Kuzianik",0,1,0,0.0000
Biterkid,0,1,0,0.0000
"Half Baked Data",0,1,0,0.0000
"Rock Interactive",0,1,0,0.0000
VRillAR,0,1,0,0.0000
"Cosmotic Games",0,1,0,0.0000
Vdevelopers,0,1,0,0.0000
"AA Games",0,1,0,0.0000
"Timewind LLC",0,1,0,0.0000
"Hummingwarp Interactive",0,1,0,0.0000
LJumpStarTD,0,1,0,0.0000
"Marvellous Soft",0,1,0,0.0000
"Ethernia Productions",0,1,0,0.0000
Lussels,0,1,0,0.0000
VaNyuHa,0,2,0,0.0000
"Van der Veer Games",0,1,0,0.0000
"Dodo4Story Games",0,1,0,0.0000
"VOID VR",0,1,0,0.0000
Minimallab,0,1,0,0.0000
"OrangesGame Technology Limited",0,1,0,0.0000
"Lonely Frontier Studio",0,1,0,0.0000
"Roseball Games",0,1,0,0.0000
"SkyPyre Studios",0,1,0,0.0000
"Updraft Studios",0,1,0,0.0000
"Nick Page!",0,1,0,0.0000
Devika,0,1,0,0.0000
"RageQuit Studios",0,1,0,0.0000
Vectorush,0,1,0,0.0000
Brinemedia,0,2,0,0.0000
"Sprakelsoft GmbH",0,1,0,0.0000
"Winturn Games",0,2,0,0.0000
"Camerron ScottSaxon Niewoehner",0,1,0,0.0000
"Gareloch Games",0,1,0,0.0000
Super77,0,1,0,0.0000
"Funcraft Games",0,1,0,0.0000
"Umnyasha Games",0,2,0,0.0000
"Kiwa Games",0,1,0,0.0000
"Dark Room Games",0,2,0,0.0000
"Dan H",0,1,0,0.0000
"Beijing LightingFire",0,1,0,0.0000
"Undead Turtle",0,1,0,0.0000
"peevasseeq games",0,1,0,0.0000
"Majao Games",0,1,0,0.0000
"Calebula Studios",0,1,0,0.0000
"Fuzzy Code Studio LLC",0,1,0,0.0000
Arkraptor,0,1,0,0.0000
"Telophase Studios, LLC",0,1,0,0.0000
"Crimson Lodge",0,2,0,0.0000
VRFavs,0,1,0,0.0000
GameLiberty,0,1,0,0.0000
"Youthcat Studio",0,1,0,0.0000
"Drageus Games",0,2,0,0.0000
"Eugene Volik",0,1,0,0.0000
"Quote Unquote Studio LLC",0,1,0,0.0000
"JLS Softworks",0,1,0,0.0000
PatatEj,0,1,0,0.0000
"HeartBeast Studios L.L.C.",0,1,0,0.0000
"Blagovest Penev",0,1,0,0.0000
"Regl Studios",0,1,0,0.0000
Raio-X,0,1,0,0.0000
"Match Connect Challenge",0,1,0,0.0000
"TOK Labs",0,1,0,0.0000
Wolfcrafter321,0,1,0,0.0000
"Valiant Game Studio AB",0,1,0,0.0000
"Sugarsnapp Games",0,1,0,0.0000
"National Spork LLC",0,1,0,0.0000
"Kajaani University of Applied Sciences",0,1,0,0.0000
"Sleeper Games",0,1,0,0.0000
Dreamsoft,0,1,0,0.0000
Corpix,0,1,0,0.0000
aQuadiun,0,1,0,0.0000
"Refocus Solutions",0,1,0,0.0000
"Ervenstar Games",0,1,0,0.0000
AzDimension,0,1,0,0.0000
"Black Engine Games",0,1,0,0.0000
chaos,0,1,0,0.0000
"Team Arborium",0,1,0,0.0000
Xerologik,0,1,0,0.0000
"Manne Cederskoog",0,1,0,0.0000
"HUMAN LIVE",0,1,0,0.0000
"Artificer Cascadia",0,1,0,0.0000
"Emperor Development",0,1,0,0.0000
progrium,0,1,0,0.0000
"UniqueGames GmbH",0,1,0,0.0000
"VRX Studios",0,1,0,0.0000
"Ian Lilley",0,1,0,0.0000
"Start VR",0,1,0,0.0000
"Ruby-3 Productions, LLC",0,1,0,0.0000
"Naval Sims",0,1,0,0.0000
"Superfantastic Productions",0,1,0,0.0000
"Top Hat Studios Inc;Nutaku Publishing",0,1,0,0.0000
"Rebel Camp Games",0,1,0,0.0000
"Rufoid AB",0,1,0,0.0000
TYSoft,0,2,0,0.0000
"YAMAYURI GAMES",0,1,0,0.0000
JAYFLGAMES,0,1,0,0.0000
Pok&Co,0,1,0,0.0000
"Star Speeder",0,1,0,0.0000
"Technicat LLC",0,1,0,0.0000
"Saoi Games",0,1,0,0.0000
"Side B Gaming",0,1,0,0.0000
BeardedBrothers.games,0,1,0,0.0000
CAIKAI,0,1,0,0.0000
"Virtual Play",0,1,0,0.0000
"Color Core",0,1,0,0.0000
"Maniamind Co.,Ltd",0,1,0,0.0000
Triyo,0,1,0,0.0000
"Shadowless Gaming;Tamer Gölgesiz",0,1,0,0.0000
FalconDev,0,1,0,0.0000
"Beijing Litchi Culture Media Co., Ltd.",0,1,0,0.0000
"toR gaming",0,1,0,0.0000
divisivesoftware,0,1,0,0.0000
GogglesKitty,0,1,0,0.0000
"Ovidiu Chis",0,1,0,0.0000
"Matt Stanton",0,1,0,0.0000
Vanadial,0,1,0,0.0000
"Membraine Studios",0,1,0,0.0000
"ASBO Interactive Ltd",0,1,0,0.0000
"Gameday Inc.",0,1,0,0.0000
"Team 33",0,1,0,0.0000
"Team Klaw",0,1,0,0.0000
"Tomas Daugela",0,1,0,0.0000
"Tim Venekamp",0,1,0,0.0000
WarDucks,0,3,0,0.0000
Rogerty,0,1,0,0.0000
Softzen,0,1,0,0.0000
"William Wright",0,1,0,0.0000
"Naughty Squirrels",0,1,0,0.0000
"Fur Dev Team",0,1,0,0.0000
"Yan Dawid",0,1,0,0.0000
"Onion Games",0,1,0,0.0000
4DMACAU,0,1,0,0.0000
KAIJYU-09,0,1,0,0.0000
"Manic Machine",0,1,0,0.0000
"Leveler Games",0,1,0,0.0000
"Blackcross & Taylor",0,1,0,0.0000
"Delta Reality;Misfit Village",0,1,0,0.0000
"Parmenion Games",0,1,0,0.0000
Digerati,0,1,0,0.0000
"Table 9 Studio, LLC",0,1,0,0.0000
"Mengtu Technology Co. Ltd",0,1,0,0.0000
"Ricoshot Games",0,1,0,0.0000
BlockTeam,0,1,0,0.0000
"About Airplane LLC",0,1,0,0.0000
"Black Phoenix Studio",0,3,0,0.0000
"Dalivi Rikardo",0,1,0,0.0000
"Eitan Prince",0,1,0,0.0000
Root,0,1,0,0.0000
Anazz,0,1,0,0.0000
"YOUR DEAD Videogame Production",0,1,0,0.0000
"Dropped Monocle Games",0,1,0,0.0000
"Nekyau Games",0,3,0,0.0000
"Mika Molenkamp",0,1,0,0.0000
"MK Games",0,1,0,0.0000
"GUANGZHOU HUANTEK CO.,LTD",0,1,0,0.0000
"Tetravoxel Limited",0,1,0,0.0000
"Rodrigo Reyes",0,1,0,0.0000
"The Dust S.A.",0,1,0,0.0000
Lampogolovii,0,1,0,0.0000
excessm,0,1,0,0.0000
"CSA Software",0,1,0,0.0000
Screenzilla,0,1,0,0.0000
"Tiny Leviathan Studios",0,1,0,0.0000
"Vast Reality",0,1,0,0.0000
Vismaya,0,1,0,0.0000
Threear.Vision,0,1,0,0.0000
??PP314,0,1,0,0.0000
Anarquico,0,1,0,0.0000
FunArouGames,0,1,0,0.0000
Aggroblakh,1,3,0,0.3333
"Brudingo Team",0,1,0,0.0000
" Maciej Targoni",0,1,0,0.0000
"Acrylec Studios",0,1,0,0.0000
"Niu Studio",0,1,0,0.0000
wosabi,0,1,0,0.0000
"Sugoi Yellow",0,1,0,0.0000
"Daisu Games",0,2,0,0.0000
SpaceGiraff3,0,1,0,0.0000
"Catapult Games",0,1,0,0.0000
"Studio Elfriede",0,1,0,0.0000
"Nicolas Gonzalez",0,1,0,0.0000
"Jöbstl S.",0,1,0,0.0000
"White Smoke Games",0,1,0,0.0000
"Retrover Games",0,1,0,0.0000
FUNdation,0,1,0,0.0000
SoerGame,0,1,0,0.0000
Dreamreason,0,1,0,0.0000
sniperoncall,0,1,0,0.0000
Tapteek,0,1,0,0.0000
"Mahjong Knight",0,1,0,0.0000
"Bainware LLC",0,1,0,0.0000
"Versus Studio",0,2,0,0.0000
"OSA Studio",0,1,0,0.0000
"Meka Games",0,1,0,0.0000
"Uruca Game Studio",0,1,0,0.0000
ASK.,0,1,0,0.0000
"HOH5HC ",0,1,0,0.0000
"Malyarov Andrey",0,1,0,0.0000
"GIPHY Inc.",0,1,0,0.0000
"Winglett Entertainment",0,1,0,0.0000
"Dwarf Cavern",0,1,0,0.0000
"Cédric Andreu",0,1,0,0.0000
Alex_redmiau,0,1,0,0.0000
"TSN Entertainment",0,2,0,0.0000
BEBONOZM,0,1,0,0.0000
"Moral Anxiety Studio",0,1,0,0.0000
"Mark Wortmann",0,1,0,0.0000
"Juicy Lab",0,1,0,0.0000
"Davide Andrian",0,1,0,0.0000
YOUGAKE,0,1,0,0.0000
"Brwarner Studios",0,1,0,0.0000
"Surrealscape Studios",0,1,0,0.0000
SteamWork,0,1,0,0.0000
"Druidic, LLC",0,1,0,0.0000
CelLab,0,1,0,0.0000
"WOMBO COMBO GAMES INC.;Mindpress",0,1,0,0.0000
Flanker43,0,1,0,0.0000
"Elibo Games",0,1,0,0.0000
"Demsum Games",0,1,0,0.0000
"Lumatap, LLC",0,1,0,0.0000
"Online OciGrup SL",0,1,0,0.0000
WyvernWare,0,1,0,0.0000
"Igor Krutov's games",0,1,0,0.0000
"Essential Games",0,1,0,0.0000
TheWzzard,0,1,0,0.0000
GirlMod,0,1,0,0.0000
"Your Daily Fill",0,1,0,0.0000
"International GeoGebra Institute, IGI",0,1,0,0.0000
"Umix Studios",0,1,0,0.0000
"Stylus Software",0,2,0,0.0000
"War game studio",0,1,0,0.0000
"Two Taters",0,1,0,0.0000
FYRG,0,1,0,0.0000
"Nomad Studios",0,1,0,0.0000
GamingTaylor,0,1,0,0.0000
"Laina Interactive",0,1,0,0.0000
"Boomfire Games",0,1,0,0.0000
"DeepWorks Studios",0,1,0,0.0000
"The Local Group",0,2,0,0.0000
"Cameron Ray",0,1,0,0.0000
"????????;Starship Studio",0,1,0,0.0000
"Naviworks Co.,Ltd.",0,2,0,0.0000
"Education These Days Ltd",0,1,0,0.0000
"Specular Theory;Sony Pictures Virtual Reality",0,1,0,0.0000
"Kluge Interactive",0,1,0,0.0000
TeamNova,0,1,0,0.0000
"DANGEN Entertainment",0,3,0,0.0000
"Chesstar studios",0,1,0,0.0000
DecadeDecaf,0,1,0,0.0000
"Cool and Normal Entertainment",0,1,0,0.0000
"dramatic create",0,1,0,0.0000
"Pie On A Plate Productions",0,1,0,0.0000
"Halfbolt Studios",0,1,0,0.0000
"Madowl Games",0,1,0,0.0000
GuruWorks,0,1,0,0.0000
"Robbin Leung",0,1,0,0.0000
"Stellar Oasis",0,1,0,0.0000
"Marco Antonio Ayala Virrueta",0,1,0,0.0000
mkaatr,0,1,0,0.0000
Project_lelz,0,2,0,0.0000
Skeptika1,0,1,0,0.0000
"Clickbait Studios",0,1,0,0.0000
"UnholY CreatioN",0,1,0,0.0000
"Pixel Purrfection",0,1,0,0.0000
"Xand arts",0,1,0,0.0000
Rouhana,0,1,0,0.0000
Zirasoft,0,1,0,0.0000
SAFING,0,2,0,0.0000
"Magic Horizons GmbH",0,1,0,0.0000
"Deathbed Ltd",0,1,0,0.0000
"Space Telescope Science Institute",0,1,0,0.0000
ShapeSim,0,1,0,0.0000
Jether,0,2,0,0.0000
"Curio Productions",0,1,0,0.0000
"Modus Interactive Games",0,1,0,0.0000
"The Third Floor London Ltd",0,1,0,0.0000
"Radical Piece",0,1,0,0.0000
"Forged Chaos LLC",0,1,0,0.0000
SIMAGINATION,0,1,0,0.0000
Monticube,0,1,0,0.0000
OKSoft,0,1,0,0.0000
"B. PRODUCTIONS",0,1,0,0.0000
"Black Void Media",0,1,0,0.0000
3acg;33ParadoX,0,1,0,0.0000
"EYEJAM STUDIOS",0,1,0,0.0000
"Outright Games Ltd. ",0,1,0,0.0000
"Pulse Studio LLC",0,1,0,0.0000
WoolyLittleGuys,0,1,0,0.0000
"DIEVOLUTION SOFTWARE",0,1,0,0.0000
"Bannerman Games",0,1,0,0.0000
"Gunnar Games",0,3,0,0.0000
"Christian Boman",0,1,0,0.0000
"Jakub Domanski",0,2,0,0.0000
M.I.M,0,1,0,0.0000
"Wild River ",0,1,0,0.0000
"HyacinthHeart Studio",0,1,0,0.0000
"Owen Bell",0,1,0,0.0000
"Gilrs Dance studio",0,1,0,0.0000
Hands!,0,1,0,0.0000
"Umbress Games",0,1,0,0.0000
"Sam Enright",0,1,0,0.0000
Modularity,0,1,0,0.0000
"Purple Kingdom Games",0,1,0,0.0000
"Palfrey Games",0,1,0,0.0000
cbinfosystems,0,1,0,0.0000
"Speedrobo Games",0,1,0,0.0000
WIDStudio,0,1,0,0.0000
"Jammin' Rabbit",0,1,0,0.0000
PalveGames,0,1,0,0.0000
"Sean Baker",0,1,0,0.0000
"Henry Dang PRG",0,1,0,0.0000
ZekGame,0,2,0,0.0000
"Mental Interactive;Doorsta",0,1,0,0.0000
Switchpilot,0,1,0,0.0000
MAMMOTH,0,1,0,0.0000
"Daniel McCreary",0,1,0,0.0000
Soaphog,0,1,0,0.0000
"Bondo Games;Winning Streak Entertainment",0,1,0,0.0000
"HANGZHOU ELECTRONIC SOUL NETWORK TECHNOLOGY CO., LTD",0,1,0,0.0000
"Prospect Games",0,1,0,0.0000
Azimuthstar,0,1,0,0.0000
"Elite Games",0,1,0,0.0000
"Pinta Studios;Jaunt China",0,1,0,0.0000
"ALU Interactive",0,1,0,0.0000
liuguowang,0,1,0,0.0000
Gamebringer,0,1,0,0.0000
"We are Huanxiangjin",0,1,0,0.0000
SmartOliveGames,0,1,0,0.0000
"Lazy Gnomes",0,1,0,0.0000
"Nice Shoes",0,1,0,0.0000
"Nicey Game",0,1,0,0.0000
"Rice and Pixel Ltd",0,1,0,0.0000
70:30:00,0,1,0,0.0000
"Ryan Silberman",0,2,0,0.0000
"Jack The Creative",0,1,0,0.0000
TigerQiuQiu,0,1,0,0.0000
"Seaborgium Entertainment",0,1,0,0.0000
"Framefield GmbH",0,1,0,0.0000
"Emilex Gaming",0,1,0,0.0000
Something2,0,1,0,0.0000
"JasmineSummer  Project",0,1,0,0.0000
"Lockvia Studios",0,1,0,0.0000
"Dagestan Technology	",0,1,0,0.0000
"Zever Games",0,1,0,0.0000
Vanl,0,1,0,0.0000
C.A.Withey,0,1,0,0.0000
SLASH,0,1,0,0.0000
"Green Pepperoni Software LLC",0,1,0,0.0000
"Session Seven Team",0,1,0,0.0000
"Whitway Studios",0,1,0,0.0000
Zarbuz,0,1,0,0.0000
icefill,0,1,0,0.0000
"Tempo Wizard",0,1,0,0.0000
Innolabs,0,1,0,0.0000
GGaming,0,3,0,0.0000
"Paper House",0,1,0,0.0000
WarWolfWorks,0,1,0,0.0000
"Rocketeer Games Studio LLC",0,1,0,0.0000
"Afeel inc",0,1,0,0.0000
npckc,0,1,0,0.0000
"Jeshawn Chrite",0,1,0,0.0000
"Studio Egg Roll",0,1,0,0.0000
ElMaHeGames,0,1,0,0.0000
"ENC Games",0,1,0,0.0000
Rockbyte,0,1,0,0.0000
"Dmitriy Mamaev",0,1,0,0.0000
"Nord GS",0,1,0,0.0000
"Ahndong Studio",0,1,0,0.0000
LydGameStudio,0,1,0,0.0000
SimpleLogic,0,2,0,0.0000
Daltair,0,1,0,0.0000
"BigBro Games",0,1,0,0.0000
"CTN Design",0,1,0,0.0000
"Nuclear Box",0,1,0,0.0000
StalkerAlex...,0,1,0,0.0000
"Prime Studios",0,1,0,0.0000
"Artur Petrov",0,1,0,0.0000
"Mushroom Games",0,1,0,0.0000
Intaglyph,0,1,0,0.0000
"Motivation Game Studio",0,1,0,0.0000
"Collective Learning group, The MIT Media Lab, NHK",0,1,0,0.0000
"Melancholic Nights Studio",0,1,0,0.0000
"Take Top",0,1,0,0.0000
"Chen Jin",0,1,0,0.0000
"Wonder Games",0,2,0,0.0000
"VRtical Interactive",0,1,0,0.0000
"Malika K. LLC;Zombie's Delight Studio",0,1,0,0.0000
felipejoys,0,1,0,0.0000
"Onlyjoy`s production",0,1,0,0.0000
"ShenTzu Games",0,1,0,0.0000
"StEaMPuNk GaMeS",0,1,0,0.0000
byolivierb,0,1,0,0.0000
Faritengames,0,1,0,0.0000
"Sander Bos",0,1,0,0.0000
SmallSqurriel,0,1,0,0.0000
"diamond productions",0,1,0,0.0000
"Hidoi Games",0,1,0,0.0000
CreaTeam,0,1,0,0.0000
"MWN TECH.,LTD",0,1,0,0.0000
"Mad Devices",0,1,0,0.0000
"soul ink",0,1,0,0.0000
"Alex Meng",0,1,0,0.0000
"Jump Start Games",0,1,0,0.0000
" GrabTheGames",0,3,0,0.0000
"Jakob Vidal",0,1,0,0.0000
"Rockets and Cats",0,1,0,0.0000
Atansoft,0,1,0,0.0000
"Yarrrg Studios",0,1,0,0.0000
sgct,0,1,0,0.0000
Frostnoble,0,1,0,0.0000
"Cheezy Freak",0,2,0,0.0000
"Nitroglycerin Ltd.",0,1,0,0.0000
Shardcien,0,2,0,0.0000
"Notte Studio Games",0,1,0,0.0000
GraphicDNA,0,1,0,0.0000
"Alterindie LLC",0,1,0,0.0000
WorteX,0,1,0,0.0000
"Blet Studio!",0,1,0,0.0000
NAISU,0,2,0,0.0000
"Scott Adelman Apps Inc",0,1,0,0.0000
"Brrrainz Incorporated",0,1,0,0.0000
"Centicerise Productions",0,1,0,0.0000
VR-House,0,1,0,0.0000
"Ahavah Studio",0,1,0,0.0000
"Petrolhead software",0,1,0,0.0000
"Missing Digit",0,1,0,0.0000
"Benarom Games",0,1,0,0.0000
"Tacky Games",0,1,0,0.0000
"Interdimensional Designs",0,1,0,0.0000
"Animvs Game Studio",0,1,0,0.0000
"Mark Hill",0,1,0,0.0000
Enki,0,1,0,0.0000
"Ammon Beardmore",0,1,0,0.0000
"Dobest Studio",0,1,0,0.0000
TrailAscender,0,1,0,0.0000
SimFabric,0,1,0,0.0000
"Evan Veinotte",0,1,0,0.0000
"Downsideup Games, Inc.",0,1,0,0.0000
"Veathen Games",0,1,0,0.0000
"Simurg Games",0,1,0,0.0000
"PsiSyn Enterprises",0,1,0,0.0000
Pilipenko.xyz,0,1,0,0.0000
"Melancholia Studio",0,1,0,0.0000
"Solidware Studios",0,1,0,0.0000
"Contra Concept",0,1,0,0.0000
"Funny Angle Games",0,1,0,0.0000
"Button Punch Games LLC",0,1,0,0.0000
MediaPod,0,1,0,0.0000
"Yode Group",0,2,0,0.0000
"ODIAK Games",0,1,0,0.0000
TheFitzyGames,0,1,0,0.0000
"RPG Maker MV",0,1,0,0.0000
"Auld Games",0,1,0,0.0000
"Anime Games",0,2,0,0.0000
RPGGAME.,0,1,0,0.0000
"Charles Debczak",0,1,0,0.0000
"Diehardtales Games",0,1,0,0.0000
"Spectrum Nox Media",0,1,0,0.0000
"Christopher Pollard",0,1,0,0.0000
"LAS Team",0,1,0,0.0000
"DigiPen Institute of Technology",0,1,0,0.0000
"Processor Game Studio",0,1,0,0.0000
Atarei,0,1,0,0.0000
"Graf von Wenzel",0,1,0,0.0000
"Hunter Software",0,1,0,0.0000
"Omey Salvi",0,1,0,0.0000
LoopGame,0,1,0,0.0000
"JPEG OF PAIN",0,1,0,0.0000
"Brando Pompili",0,1,0,0.0000
"Hollowhead, Inc.",0,1,0,0.0000
"Outrage Games",0,1,0,0.0000
AllMySkyStudio,0,1,0,0.0000
Chumoran,0,2,0,0.0000
"Guido Out",0,1,0,0.0000
TensionSplice,0,2,0,0.0000
VD-dev,0,1,0,0.0000
SimRed,0,1,0,0.0000
oops11,0,1,0,0.0000
Milpitians,0,1,0,0.0000
"Mubarak AlKhuzaee",0,1,0,0.0000
"Evistoria Games",0,1,0,0.0000
"Erik Sheader-Smith",0,1,0,0.0000
"Light Machine",0,1,0,0.0000
Ardentsquid,0,1,0,0.0000
"Vangelis Stavrogiannis",0,1,0,0.0000
BC.W,0,1,0,0.0000
GamerGG,0,1,0,0.0000
Cyberworks,0,1,0,0.0000
DVloper,0,1,0,0.0000
LiveActive,0,1,0,0.0000
"Vanhees Dean",0,1,0,0.0000
"Tiny Battle Publishing",0,1,0,0.0000
"NailGun Studios",0,1,0,0.0000
"Umbral Arts",0,1,0,0.0000
"Anonymous Games",0,1,0,0.0000
"Campfire Technology LLC",0,1,0,0.0000
HappyHand,0,1,0,0.0000
Betamaximus-128,0,2,0,0.0000
"SUNYU Software",0,1,0,0.0000
SteedieStudio,0,1,0,0.0000
"HawkX Games",0,1,0,0.0000
RealityZ,0,1,0,0.0000
"Curve Digital ",0,2,0,0.0000
"Nuke Game",0,1,0,0.0000
Colestia,0,1,0,0.0000
Nyan_Fort,0,2,0,0.0000
"Broken Dream Studio",0,1,0,0.0000
"Middle City Games",0,1,0,0.0000
"DoubleC Games",0,1,0,0.0000
"Djack D Donovan",0,1,0,0.0000
"Chaos Minds",0,1,0,0.0000
buyaoguan,0,2,0,0.0000
"Iurii Batalkin",0,1,0,0.0000
"Stack Interactive",0,1,0,0.0000
"Pandora Entertainment",0,1,0,0.0000
"Funs Studios",0,1,0,0.0000
"MZ Times",0,1,0,0.0000
"Gravitation Art",0,1,0,0.0000
beishizixin,0,1,0,0.0000
Poorhub,0,1,0,0.0000
"Giant Light Studios",0,1,0,0.0000
PinkPeach,0,1,0,0.0000
"Graverobber Foundation",0,1,0,0.0000
"Hypnotic Owl",0,1,0,0.0000
"Other Set;NSC Creative;Atlas V;Kaleidoscope;RYOT",0,1,0,0.0000
QIPAWORLD,0,1,0,0.0000
"Diamond Cats Studio",0,1,0,0.0000
Digicon,0,1,0,0.0000
crimsonearthgames,0,2,0,0.0000
"Salix Games Ltd",0,1,0,0.0000
"Computer Lunch",1,2,0,0.5000
"ENIGMA CORPORATION",0,1,0,0.0000
"SCOREWARRIOR LIMITED",0,1,0,0.0000
"ARTWARE Multimedia",0,1,0,0.0000
StepUnique,0,1,0,0.0000
elfinikGames,0,1,0,0.0000
"iNFINITE Production",2,3,0,0.6667
NINJINIX,0,1,0,0.0000
"Solare Games",0,1,0,0.0000
"Zohar Neiger",0,1,0,0.0000
"Unstoppable Studio",0,1,0,0.0000
"Yu Chao",0,1,0,0.0000
"KoiWare, LLC",0,1,0,0.0000
"Stumphead Games",0,1,0,0.0000
HoneyBeeSoftware,0,2,0,0.0000
"TERARIN GAMES",0,2,0,0.0000
"Pixelmeal Games, LLC",0,1,0,0.0000
Nekoday,0,1,0,0.0000
B.,0,1,0,0.0000
"Late Leaf Games",0,1,0,0.0000
GameAtomic,0,1,0,0.0000
"Chaos Theory Studios",0,2,0,0.0000
"Flow Fire Games",1,2,0,0.5000
"Stumphead Games LLC",0,1,0,0.0000
"Rednew Games",0,1,0,0.0000
PSOCat,0,1,0,0.0000
"Water Temple Studio",0,1,0,0.0000
"Five Studios Interactive",0,1,0,0.0000
"Dad's Indie Studio",0,1,0,0.0000
icon.games,0,1,0,0.0000
"Cellular Bits",0,1,0,0.0000
"Tate Multimedia ",0,1,0,0.0000
"TowerHex Games",0,1,0,0.0000
"Folo Studio ",0,1,0,0.0000
"One Man",0,1,0,0.0000
"Toast VR",0,1,0,0.0000
"Hellshake Yano.",0,1,0,0.0000
"???? Astrolabe Draft",0,1,0,0.0000
"Snow Moose Entertainment",0,1,0,0.0000
"So and So Games",0,1,0,0.0000
"Andrew C. Wang",0,1,0,0.0000
"Fucking games",0,1,0,0.0000
DRAgame,0,1,0,0.0000
"Bear Box Media",0,1,0,0.0000
"Tinogames Inc.",0,1,0,0.0000
Alongini,0,1,0,0.0000
"Beijing INFITFUN Technology Co.Ltd",0,1,0,0.0000
"Rafal Korbaczynski",0,1,0,0.0000
"Joshua Rooijakkers",0,1,0,0.0000
49??,0,1,0,0.0000
TigerLuGame,0,1,0,0.0000
"JP McHargue",0,1,0,0.0000
Flashynurav,0,1,0,0.0000
"Starlight Visual",0,1,0,0.0000
"Dr. Cyril Splutterworth",0,2,0,0.0000
XenoAmess,0,1,0,0.0000
Shichifu,0,1,0,0.0000
"LFiO Studio",0,1,0,0.0000
"White Puppet Studio",0,1,0,0.0000
ShilohGames,0,2,0,0.0000
"Dotoyou Games",0,2,0,0.0000
